"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Average price Detached houses","Average price Semi-detached houses","Average price Terraced houses","Average price Flats and maisonettes","Pivotable date"
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2011-07,390,monthly,304446,462239,378163,384200,297194,2011-07-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2011-08,307,monthly,309614,474283,389691,395495,301862,2011-08-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2011-09,262,monthly,317074,489816,401913,407605,308931,2011-09-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2011-10,255,monthly,318995,498466,408210,411844,310651,2011-10-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2011-11,321,monthly,320643,498912,408338,411043,312480,2011-11-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2011-12,250,monthly,318010,493344,402574,404987,310120,2011-12-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-01,209,monthly,316100,491105,400933,403896,308157,2012-01-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-02,246,monthly,309192,483807,394016,399471,301097,2012-02-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-03,354,monthly,304499,476245,389544,396039,296326,2012-03-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-04,229,monthly,302374,471571,384528,391992,294357,2012-04-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-05,332,monthly,300543,465781,380090,386517,292801,2012-05-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-06,371,monthly,309999,479817,391580,399953,301927,2012-06-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-07,388,monthly,311173,482453,394286,404581,302850,2012-07-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-08,330,monthly,318743,497234,406662,418176,309945,2012-08-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-09,316,monthly,317437,498420,406242,418062,308558,2012-09-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-10,302,monthly,322807,507224,412645,423367,313901,2012-10-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-11,296,monthly,322711,507121,411669,421860,313905,2012-11-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2012-12,223,monthly,324637,510662,414208,422329,315918,2012-12-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-01,305,monthly,322706,508585,414524,422076,313873,2013-01-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-02,253,monthly,323403,510411,416893,424844,314418,2013-02-01
Tower Hamlets,http://landregistry.data.gov.uk/id/region/tower-hamlets,E09000030,2013-03,348,monthly,315233,496907,406818,413925,306481,2013-03-01
